seq	term
638	isogroup17276	Posttranslational modification, protein turnover, chaperones
639	isogroup20168	Translation, ribosomal structure and biogenesis
640	isogroup17731	Signal transduction mechanisms
641	isogroup15317	Amino acid transport and metabolism
642	isogroup426	
643	isogroup23421	Cell cycle control, cell division, chromosome partitioning
644	isogroup7662	
645	isogroup1435	RNA processing and modification
646	isogroup9519	Inorganic ion transport and metabolism
647	isogroup483	Replication, recombination and repair
648	isogroup4145	Posttranslational modification, protein turnover, chaperones
649	isogroup4145	Signal transduction mechanisms
650	isogroup28059	Lipid transport and metabolism
651	isogroup1540	Amino acid transport and metabolism
652	isogroup3075	Signal transduction mechanisms
653	isogroup14495	Replication, recombination and repair
654	isogroup21855	Signal transduction mechanisms
655	isogroup26892	Posttranslational modification, protein turnover, chaperones
656	isogroup26892	Signal transduction mechanisms
657	isogroup11687	Carbohydrate transport and metabolism
658	isogroup7758	Cell cycle control, cell division, chromosome partitioning
659	isogroup7758	Posttranslational modification, protein turnover, chaperones
660	isogroup22065	Coenzyme transport and metabolism
661	isogroup17155	RNA processing and modification
662	isogroup23525	Transcription
663	isogroup24156	Carbohydrate transport and metabolism
664	isogroup2416	Energy production and conversion
665	isogroup6045	Secondary metabolites biosynthesis, transport and catabolism
666	isogroup21753	Signal transduction mechanisms
667	isogroup17627	Posttranslational modification, protein turnover, chaperones
668	isogroup17627	Intracellular trafficking, secretion, and vesicular transport
669	isogroup27983	Signal transduction mechanisms
670	isogroup26951	Signal transduction mechanisms
671	isogroup16781	Posttranslational modification, protein turnover, chaperones
672	isogroup7550	Amino acid transport and metabolism
673	isogroup12911	Signal transduction mechanisms
674	isogroup7628	
675	isogroup27553	Cell cycle control, cell division, chromosome partitioning
676	isogroup27553	Intracellular trafficking, secretion, and vesicular transport
677	isogroup27553	Cytoskeleton
678	isogroup3361	Posttranslational modification, protein turnover, chaperones
679	isogroup23437	
680	isogroup22640	
681	isogroup3593	Intracellular trafficking, secretion, and vesicular transport
682	isogroup22704	Signal transduction mechanisms
683	isogroup4979	Cytoskeleton
684	isogroup10863	Posttranslational modification, protein turnover, chaperones
685	isogroup19953	
686	isogroup22641	RNA processing and modification
687	isogroup22641	Cell cycle control, cell division, chromosome partitioning
688	isogroup20924	Transcription
689	isogroup1409	RNA processing and modification
690	isogroup5895	Posttranslational modification, protein turnover, chaperones
691	isogroup24887	
692	isogroup29234	RNA processing and modification
693	isogroup22047	Chromatin structure and dynamics
694	isogroup27333	
695	isogroup10604	Posttranslational modification, protein turnover, chaperones
696	isogroup9175	Inorganic ion transport and metabolism
697	isogroup9739	Signal transduction mechanisms
698	isogroup13105	Carbohydrate transport and metabolism
699	isogroup25841	Carbohydrate transport and metabolism
700	isogroup1088	Posttranslational modification, protein turnover, chaperones
701	isogroup1088	Signal transduction mechanisms
702	isogroup5373	Signal transduction mechanisms
703	isogroup23850	Secondary metabolites biosynthesis, transport and catabolism
704	isogroup24272	Lipid transport and metabolism
705	isogroup24272	Intracellular trafficking, secretion, and vesicular transport
706	isogroup3603	Chromatin structure and dynamics
707	isogroup26463	
708	isogroup29007	Amino acid transport and metabolism
709	isogroup29007	Inorganic ion transport and metabolism
710	isogroup29007	Signal transduction mechanisms
711	isogroup26039	Posttranslational modification, protein turnover, chaperones
712	isogroup10381	
713	isogroup24571	Posttranslational modification, protein turnover, chaperones
714	isogroup17384	Cell cycle control, cell division, chromosome partitioning
715	isogroup1707	Signal transduction mechanisms
716	isogroup17611	Signal transduction mechanisms
717	isogroup23398	Energy production and conversion
718	isogroup12441	Posttranslational modification, protein turnover, chaperones
719	isogroup17110	Posttranslational modification, protein turnover, chaperones
720	isogroup10457	Signal transduction mechanisms
721	isogroup6189	RNA processing and modification
722	isogroup28955	Inorganic ion transport and metabolism
723	isogroup2517	Amino acid transport and metabolism
724	isogroup28533	Secondary metabolites biosynthesis, transport and catabolism
725	isogroup24684	Intracellular trafficking, secretion, and vesicular transport
726	isogroup23056	
727	isogroup19591	Intracellular trafficking, secretion, and vesicular transport
728	isogroup24668	Lipid transport and metabolism
729	isogroup24668	Transcription
730	isogroup24668	Signal transduction mechanisms
731	isogroup21151	Posttranslational modification, protein turnover, chaperones
732	isogroup16934	Signal transduction mechanisms
733	isogroup9882	Signal transduction mechanisms
734	isogroup603	Cytoskeleton
735	isogroup22082	Amino acid transport and metabolism
736	isogroup8009	Chromatin structure and dynamics
737	isogroup8009	Transcription
738	isogroup5666	Secondary metabolites biosynthesis, transport and catabolism
739	isogroup16141	Translation, ribosomal structure and biogenesis
740	isogroup28043	Transcription
741	isogroup28043	Replication, recombination and repair
742	isogroup28043	Signal transduction mechanisms
743	isogroup23088	Cytoskeleton
744	isogroup23088	Cell cycle control, cell division, chromosome partitioning
745	isogroup23088	Signal transduction mechanisms
746	isogroup23088	Intracellular trafficking, secretion, and vesicular transport
747	isogroup27042	Amino acid transport and metabolism
748	isogroup8554	Intracellular trafficking, secretion, and vesicular transport
749	isogroup16338	RNA processing and modification
750	isogroup13027	Carbohydrate transport and metabolism
751	isogroup25797	Transcription
752	isogroup16747	Intracellular trafficking, secretion, and vesicular transport
753	isogroup29227	Nucleotide transport and metabolism
754	isogroup28221	
755	isogroup21993	Posttranslational modification, protein turnover, chaperones
756	isogroup4117	Posttranslational modification, protein turnover, chaperones
757	isogroup11218	Transcription
758	isogroup7145	Energy production and conversion
759	isogroup26592	Amino acid transport and metabolism
760	isogroup15366	Posttranslational modification, protein turnover, chaperones
761	isogroup24888	
762	isogroup20630	Coenzyme transport and metabolism
763	isogroup14176	
764	isogroup7764	Posttranslational modification, protein turnover, chaperones
765	isogroup9779	Lipid transport and metabolism
766	isogroup16657	Replication, recombination and repair
767	isogroup11178	Intracellular trafficking, secretion, and vesicular transport
768	isogroup20675	Carbohydrate transport and metabolism
769	isogroup20675	Cell wall/membrane/envelope biogenesis
770	isogroup9335	Amino acid transport and metabolism
771	isogroup13618	Posttranslational modification, protein turnover, chaperones
772	isogroup13618	Intracellular trafficking, secretion, and vesicular transport
773	isogroup19190	Posttranslational modification, protein turnover, chaperones
774	isogroup9481	
775	isogroup19440	
776	isogroup20939	Posttranslational modification, protein turnover, chaperones
777	isogroup5581	RNA processing and modification
778	isogroup2280	
779	isogroup21840	
780	isogroup25096	Intracellular trafficking, secretion, and vesicular transport
781	isogroup273	Lipid transport and metabolism
782	isogroup6914	Posttranslational modification, protein turnover, chaperones
783	isogroup27910	Transcription
784	isogroup11356	Signal transduction mechanisms
785	isogroup4991	
786	isogroup2262	Posttranslational modification, protein turnover, chaperones
787	isogroup2912	
788	isogroup20326	Signal transduction mechanisms
789	isogroup25571	
790	isogroup7686	
791	isogroup7119	
792	isogroup13417	Posttranslational modification, protein turnover, chaperones
793	isogroup26355	Amino acid transport and metabolism
794	isogroup10425	Signal transduction mechanisms
795	isogroup27125	Signal transduction mechanisms
796	isogroup18882	Signal transduction mechanisms
797	isogroup16603	Replication, recombination and repair
798	isogroup24582	Replication, recombination and repair
799	isogroup19677	Signal transduction mechanisms
800	isogroup20131	Intracellular trafficking, secretion, and vesicular transport
801	isogroup23096	Secondary metabolites biosynthesis, transport and catabolism
802	isogroup16673	Transcription
803	isogroup3659	Amino acid transport and metabolism
804	isogroup27453	Translation, ribosomal structure and biogenesis
805	isogroup11772	Transcription
806	isogroup1788	Replication, recombination and repair
807	isogroup21472	Cytoskeleton
808	isogroup2186	Carbohydrate transport and metabolism
809	isogroup680	Secondary metabolites biosynthesis, transport and catabolism
810	isogroup12089	Transcription
811	isogroup23578	
812	isogroup15677	Secondary metabolites biosynthesis, transport and catabolism
813	isogroup18233	Amino acid transport and metabolism
814	isogroup14021	Transcription
815	isogroup21161	Transcription
816	isogroup26498	Signal transduction mechanisms
817	isogroup6650	Posttranslational modification, protein turnover, chaperones
818	isogroup12509	Translation, ribosomal structure and biogenesis
819	isogroup8400	Signal transduction mechanisms
820	isogroup8400	Cytoskeleton
821	isogroup12436	Posttranslational modification, protein turnover, chaperones
822	isogroup12436	Intracellular trafficking, secretion, and vesicular transport
823	isogroup24233	Secondary metabolites biosynthesis, transport and catabolism
824	isogroup4043	Inorganic ion transport and metabolism
825	isogroup28557	Intracellular trafficking, secretion, and vesicular transport
826	isogroup25149	Posttranslational modification, protein turnover, chaperones
827	isogroup2077	
828	isogroup10266	Amino acid transport and metabolism
829	isogroup24676	Signal transduction mechanisms
830	isogroup24429	
831	isogroup28228	Signal transduction mechanisms
832	isogroup25790	Signal transduction mechanisms
833	isogroup3084	Chromatin structure and dynamics
834	isogroup2887	Translation, ribosomal structure and biogenesis
835	isogroup27487	Replication, recombination and repair
836	isogroup9612	Nucleotide transport and metabolism
837	isogroup14028	Signal transduction mechanisms
838	isogroup19034	Secondary metabolites biosynthesis, transport and catabolism
839	isogroup27631	Signal transduction mechanisms
840	isogroup19449	Cell wall/membrane/envelope biogenesis
841	isogroup3530	Cytoskeleton
842	isogroup20230	Signal transduction mechanisms
843	isogroup13351	Cell cycle control, cell division, chromosome partitioning
844	isogroup6470	
845	isogroup19127	Inorganic ion transport and metabolism
846	isogroup21021	Posttranslational modification, protein turnover, chaperones
847	isogroup5045	Amino acid transport and metabolism
