seq	term
Oarb_111988_c1_g1	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_112005_c2_g1	"Signal transduction mechanisms"
Oarb_112033_c2_g1	"Signal transduction mechanisms"
Oarb_112106_c4_g1	"Replication, recombination and repair"
Oarb_112109_c0_g1	"Signal transduction mechanisms"
Oarb_112159_c2_g2	"Amino acid transport and metabolism"
Oarb_112180_c1_g1	"Carbohydrate transport and metabolism"
Oarb_112237_c3_g1	"Signal transduction mechanisms"
Oarb_112275_c3_g9	"Signal transduction mechanisms"
Oarb_112290_c3_g1	"Replication, recombination and repair"
Oarb_112301_c6_g1	"Signal transduction mechanisms"
Oarb_112333_c3_g4	"Signal transduction mechanisms"
Oarb_112337_c7_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_112348_c3_g3	"Secondary metabolites biosynthesis, transport and catabolism"
Oarb_112350_c0_g1	"Transcription"
Oarb_112357_c3_g1	"Transcription"
Oarb_112388_c4_g2	"Posttranslational modification, protein turnover, chaperones"
Oarb_112430_c3_g1	"Signal transduction mechanisms"
Oarb_112491_c6_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_112512_c3_g3	""
Oarb_112538_c0_g3	"Signal transduction mechanisms"
Oarb_112570_c1_g1	"Cell wall/membrane/envelope biogenesis"
Oarb_112591_c0_g2	"Posttranslational modification, protein turnover, chaperones"
Oarb_112613_c4_g1	"Amino acid transport and metabolism"
Oarb_112687_c2_g4	"Signal transduction mechanisms"
Oarb_112689_c0_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_112710_c2_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_112736_c2_g1	"Signal transduction mechanisms"
Oarb_112745_c2_g2	"Inorganic ion transport and metabolism"
Oarb_112771_c3_g1	"Replication, recombination and repair"
Oarb_112787_c0_g1	"RNA processing and modification"
Oarb_112835_c9_g2	"Signal transduction mechanisms"
Oarb_112844_c2_g1	"Signal transduction mechanisms"
Oarb_112847_c1_g3	"Posttranslational modification, protein turnover, chaperones"
Oarb_112923_c0_g1	"Signal transduction mechanisms"
Oarb_112932_c2_g2	"Cytoskeleton"
Oarb_112961_c6_g1	""
Oarb_112965_c5_g1	""
Oarb_112967_c1_g1	"Transcription"
Oarb_112972_c1_g3	"Signal transduction mechanisms"
Oarb_112992_c3_g1	"Nucleotide transport and metabolism"
Oarb_112992_c3_g2	"Nucleotide transport and metabolism"
Oarb_112995_c2_g1	"Secondary metabolites biosynthesis, transport and catabolism"
Oarb_113009_c2_g1	"Secondary metabolites biosynthesis, transport and catabolism"
Oarb_113043_c6_g4	"Signal transduction mechanisms"
Oarb_113070_c1_g4	""
Oarb_113070_c2_g1	""
Oarb_113082_c7_g1	"Translation, ribosomal structure and biogenesis"
Oarb_113148_c4_g1	"Amino acid transport and metabolism"
Oarb_113151_c5_g2	"Carbohydrate transport and metabolism"
Oarb_113238_c1_g1	"Signal transduction mechanisms"
Oarb_113244_c2_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_113245_c7_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_113246_c3_g1	"Signal transduction mechanisms"
Oarb_113277_c2_g1	"Transcription"
Oarb_113287_c2_g1	"Chromatin structure and dynamics"
Oarb_113343_c0_g1	""
Oarb_113349_c3_g3	"Cytoskeleton"
Oarb_113364_c2_g2	"Transcription"
Oarb_113381_c0_g2	"Transcription"
Oarb_113457_c4_g4	"Carbohydrate transport and metabolism"
Oarb_113470_c9_g1	""
Oarb_113587_c1_g1	"Signal transduction mechanisms"
Oarb_113685_c4_g1	"Cell wall/membrane/envelope biogenesis"
Oarb_113735_c4_g1	"Signal transduction mechanisms"
Oarb_113807_c4_g1	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_113807_c4_g1	"Lipid transport and metabolism"
Oarb_113867_c2_g1	"Replication, recombination and repair"
Oarb_113916_c3_g1	""
Oarb_113918_c2_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_113961_c2_g1	"RNA processing and modification"
Oarb_113965_c5_g3	"Posttranslational modification, protein turnover, chaperones"
Oarb_113976_c2_g1	"Inorganic ion transport and metabolism"
Oarb_114011_c1_g2	"Amino acid transport and metabolism"
Oarb_114030_c11_g5	""
Oarb_114067_c3_g1	"Inorganic ion transport and metabolism"
Oarb_114068_c0_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_114082_c2_g1	"Transcription"
Oarb_114084_c2_g1	"Energy production and conversion"
Oarb_114122_c5_g2	"Carbohydrate transport and metabolism"
Oarb_114137_c3_g1	"Replication, recombination and repair"
Oarb_114271_c2_g1	"Signal transduction mechanisms"
Oarb_114271_c2_g1	"Transcription"
Oarb_114289_c0_g2	"Transcription"
Oarb_114297_c4_g1	"Cytoskeleton"
Oarb_114299_c8_g1	"Cell cycle control, cell division, chromosome partitioning"
Oarb_114334_c0_g2	"Inorganic ion transport and metabolism"
Oarb_114408_c4_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_114436_c6_g2	"Amino acid transport and metabolism"
Oarb_114437_c0_g4	"Nucleotide transport and metabolism"
Oarb_114469_c1_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_114519_c2_g1	"Lipid transport and metabolism"
Oarb_114522_c4_g1	"Translation, ribosomal structure and biogenesis"
Oarb_114533_c2_g2	"Signal transduction mechanisms"
Oarb_114570_c2_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_114600_c0_g3	"Carbohydrate transport and metabolism"
Oarb_114603_c3_g2	"Posttranslational modification, protein turnover, chaperones"
Oarb_114605_c4_g1	"Replication, recombination and repair"
Oarb_114619_c2_g1	"Replication, recombination and repair"
Oarb_114640_c12_g1	""
Oarb_114697_c3_g1	"Amino acid transport and metabolism"
Oarb_114768_c0_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_114882_c1_g3	"Cell wall/membrane/envelope biogenesis"
Oarb_114906_c6_g1	"Signal transduction mechanisms"
Oarb_114911_c0_g1	"Signal transduction mechanisms"
Oarb_114934_c1_g2	""
Oarb_114999_c4_g1	"Transcription"
Oarb_115068_c2_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_115111_c3_g2	""
Oarb_115198_c0_g1	"Transcription"
Oarb_115207_c0_g1	"Signal transduction mechanisms"
Oarb_115280_c0_g1	"Secondary metabolites biosynthesis, transport and catabolism"
Oarb_115325_c5_g1	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_115343_c1_g3	"Signal transduction mechanisms"
Oarb_115361_c0_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_115368_c6_g1	""
Oarb_115373_c3_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_115373_c3_g1	"Signal transduction mechanisms"
Oarb_115383_c1_g1	"Carbohydrate transport and metabolism"
Oarb_115403_c4_g2	"RNA processing and modification"
Oarb_115412_c1_g1	"Signal transduction mechanisms"
Oarb_115416_c3_g3	"Signal transduction mechanisms"
Oarb_115434_c2_g2	""
Oarb_115444_c1_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_115482_c2_g2	"Chromatin structure and dynamics"
Oarb_115515_c5_g6	"Replication, recombination and repair"
Oarb_115520_c2_g3	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_115630_c0_g1	"Signal transduction mechanisms"
Oarb_115643_c0_g2	""
Oarb_115644_c0_g3	"Replication, recombination and repair"
Oarb_115689_c1_g5	"Posttranslational modification, protein turnover, chaperones"
Oarb_115717_c7_g1	"Signal transduction mechanisms"
Oarb_115751_c1_g1	"Inorganic ion transport and metabolism"
Oarb_115753_c1_g1	""
Oarb_115790_c4_g2	"Transcription"
Oarb_115829_c5_g1	"Transcription"
Oarb_115884_c1_g1	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_115891_c6_g1	"Signal transduction mechanisms"
Oarb_115906_c1_g1	"Nucleotide transport and metabolism"
Oarb_115906_c1_g3	"Nucleotide transport and metabolism"
Oarb_115935_c6_g1	"Translation, ribosomal structure and biogenesis"
Oarb_115938_c5_g1	"Cytoskeleton"
Oarb_115965_c0_g3	"Posttranslational modification, protein turnover, chaperones"
Oarb_115991_c3_g1	"Lipid transport and metabolism"
Oarb_116049_c1_g1	"Chromatin structure and dynamics"
Oarb_116056_c4_g1	"Amino acid transport and metabolism"
Oarb_116089_c0_g2	"Transcription"
Oarb_116090_c1_g1	"Signal transduction mechanisms"
Oarb_116107_c6_g1	""
Oarb_116107_c7_g1	"Secondary metabolites biosynthesis, transport and catabolism"
Oarb_116112_c1_g3	"Energy production and conversion"
Oarb_116146_c1_g1	""
Oarb_116161_c1_g1	"Transcription"
Oarb_116178_c7_g1	"Signal transduction mechanisms"
Oarb_116179_c0_g4	""
Oarb_116186_c0_g2	"Posttranslational modification, protein turnover, chaperones"
Oarb_116201_c2_g1	"Signal transduction mechanisms"
Oarb_116229_c0_g3	"Inorganic ion transport and metabolism"
Oarb_116242_c0_g2	"Amino acid transport and metabolism"
Oarb_116280_c3_g3	"Secondary metabolites biosynthesis, transport and catabolism"
Oarb_116285_c1_g1	"Transcription"
Oarb_116313_c4_g1	"Signal transduction mechanisms"
Oarb_116348_c0_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_116375_c6_g2	"Posttranslational modification, protein turnover, chaperones"
Oarb_116412_c1_g1	"Signal transduction mechanisms"
Oarb_116429_c4_g1	"Carbohydrate transport and metabolism"
Oarb_116454_c2_g1	""
Oarb_116464_c1_g3	"Lipid transport and metabolism"
Oarb_116471_c10_g1	"Inorganic ion transport and metabolism"
Oarb_116475_c3_g1	"RNA processing and modification"
Oarb_116487_c1_g2	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_116525_c4_g3	"Chromatin structure and dynamics"
Oarb_116550_c2_g2	"Secondary metabolites biosynthesis, transport and catabolism"
Oarb_116555_c3_g1	"Inorganic ion transport and metabolism"
Oarb_116604_c2_g2	"Posttranslational modification, protein turnover, chaperones"
Oarb_116640_c2_g1	"Nucleotide transport and metabolism"
Oarb_116726_c0_g1	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_116738_c0_g1	"Signal transduction mechanisms"
Oarb_116773_c3_g1	"Energy production and conversion"
Oarb_116798_c1_g3	"Posttranslational modification, protein turnover, chaperones"
Oarb_116811_c1_g2	"Nucleotide transport and metabolism"
Oarb_116824_c2_g1	"Signal transduction mechanisms"
Oarb_116833_c4_g1	"Inorganic ion transport and metabolism"
Oarb_116889_c6_g4	"Inorganic ion transport and metabolism"
Oarb_116907_c0_g1	"Signal transduction mechanisms"
Oarb_116937_c5_g1	"RNA processing and modification"
Oarb_116941_c5_g1	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_116966_c0_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_116968_c6_g2	""
Oarb_116974_c2_g2	"Cytoskeleton"
Oarb_116988_c4_g4	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_116992_c6_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_117014_c2_g1	"Amino acid transport and metabolism"
Oarb_117016_c3_g2	"Replication, recombination and repair"
Oarb_117116_c3_g1	"Transcription"
Oarb_117123_c0_g1	"Cytoskeleton"
Oarb_117126_c1_g1	"Cell cycle control, cell division, chromosome partitioning"
Oarb_117148_c5_g2	"Transcription"
Oarb_117160_c3_g2	""
Oarb_117202_c3_g2	"Secondary metabolites biosynthesis, transport and catabolism"
Oarb_117204_c4_g6	"Replication, recombination and repair"
Oarb_117221_c3_g4	"Signal transduction mechanisms"
Oarb_117222_c2_g1	"Replication, recombination and repair"
Oarb_117245_c0_g2	"Replication, recombination and repair"
Oarb_117255_c4_g1	"Cell cycle control, cell division, chromosome partitioning"
Oarb_117278_c0_g1	"Secondary metabolites biosynthesis, transport and catabolism"
Oarb_117310_c3_g1	"Replication, recombination and repair"
Oarb_117313_c2_g1	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_117334_c4_g1	"Extracellular structures"
Oarb_117350_c4_g1	"Nucleotide transport and metabolism"
Oarb_117353_c1_g3	"Replication, recombination and repair"
Oarb_117366_c1_g1	"Signal transduction mechanisms"
Oarb_117368_c4_g1	""
Oarb_117388_c4_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_117420_c3_g1	"Energy production and conversion"
Oarb_117502_c0_g1	"Transcription"
Oarb_117506_c1_g2	""
Oarb_117604_c3_g1	"Translation, ribosomal structure and biogenesis"
Oarb_117644_c0_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_117645_c0_g4	"Signal transduction mechanisms"
Oarb_117647_c1_g1	"Nucleotide transport and metabolism"
Oarb_117716_c8_g3	"Signal transduction mechanisms"
Oarb_117783_c2_g2	"Signal transduction mechanisms"
Oarb_117843_c2_g1	"Signal transduction mechanisms"
Oarb_117867_c1_g1	""
Oarb_117920_c4_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_117925_c1_g1	"Replication, recombination and repair"
Oarb_117930_c1_g1	"Signal transduction mechanisms"
Oarb_117935_c3_g2	"Secondary metabolites biosynthesis, transport and catabolism"
Oarb_117938_c1_g3	"Posttranslational modification, protein turnover, chaperones"
Oarb_117947_c1_g1	"Amino acid transport and metabolism"
Oarb_117984_c3_g1	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_118034_c0_g1	"Energy production and conversion"
Oarb_118037_c3_g1	"Cytoskeleton"
Oarb_118071_c3_g2	""
Oarb_118089_c3_g4	"RNA processing and modification"
Oarb_118145_c3_g1	"Signal transduction mechanisms"
Oarb_118164_c1_g2	"Signal transduction mechanisms"
Oarb_118199_c1_g1	"Signal transduction mechanisms"
Oarb_118220_c5_g3	"Cell cycle control, cell division, chromosome partitioning"
Oarb_118220_c5_g7	"Cell cycle control, cell division, chromosome partitioning"
Oarb_118259_c0_g4	"Posttranslational modification, protein turnover, chaperones"
Oarb_118259_c0_g5	"Posttranslational modification, protein turnover, chaperones"
Oarb_118268_c7_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_118332_c0_g1	"Replication, recombination and repair"
Oarb_118350_c0_g3	"Translation, ribosomal structure and biogenesis"
Oarb_118432_c2_g5	""
Oarb_118433_c4_g7	"Translation, ribosomal structure and biogenesis"
Oarb_118459_c4_g1	"Lipid transport and metabolism"
Oarb_118493_c2_g1	"Signal transduction mechanisms"
Oarb_118496_c0_g1	"Cell cycle control, cell division, chromosome partitioning"
Oarb_118510_c1_g2	"Energy production and conversion"
Oarb_118511_c0_g1	"Transcription"
Oarb_118514_c2_g2	"Carbohydrate transport and metabolism"
Oarb_118534_c3_g1	"Energy production and conversion"
Oarb_118564_c3_g1	"Secondary metabolites biosynthesis, transport and catabolism"
Oarb_118574_c2_g1	"Cytoskeleton"
Oarb_118624_c0_g1	"Inorganic ion transport and metabolism"
Oarb_118645_c5_g2	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_118654_c3_g3	"Translation, ribosomal structure and biogenesis"
Oarb_118682_c3_g1	""
Oarb_118687_c0_g1	"Transcription"
Oarb_118758_c2_g3	""
Oarb_118797_c0_g4	"Posttranslational modification, protein turnover, chaperones"
Oarb_118804_c2_g3	"Posttranslational modification, protein turnover, chaperones"
Oarb_118817_c4_g1	"Amino acid transport and metabolism"
Oarb_118857_c1_g1	"Signal transduction mechanisms"
Oarb_118881_c5_g1	"Inorganic ion transport and metabolism"
Oarb_118884_c7_g1	"Carbohydrate transport and metabolism"
Oarb_118885_c2_g1	"Signal transduction mechanisms"
Oarb_118885_c2_g2	"Signal transduction mechanisms"
Oarb_118921_c1_g1	"Inorganic ion transport and metabolism"
Oarb_118923_c2_g1	"Replication, recombination and repair"
Oarb_118931_c4_g3	"Extracellular structures"
Oarb_118987_c2_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_119021_c1_g2	"Inorganic ion transport and metabolism"
Oarb_119034_c1_g1	"RNA processing and modification"
Oarb_119056_c1_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_119076_c3_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_119104_c5_g2	"Posttranslational modification, protein turnover, chaperones"
Oarb_119128_c3_g1	"Signal transduction mechanisms"
Oarb_119154_c3_g2	"Carbohydrate transport and metabolism"
Oarb_119182_c5_g2	"Replication, recombination and repair"
Oarb_119206_c2_g1	"Replication, recombination and repair"
Oarb_119217_c0_g1	"RNA processing and modification"
Oarb_119217_c1_g1	"Inorganic ion transport and metabolism"
Oarb_119217_c1_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_119229_c0_g2	"Replication, recombination and repair"
Oarb_119255_c0_g1	"Signal transduction mechanisms"
Oarb_119262_c3_g1	"Amino acid transport and metabolism"
Oarb_119280_c1_g2	""
Oarb_119298_c4_g3	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_119349_c5_g3	"Signal transduction mechanisms"
Oarb_119391_c8_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_119397_c2_g1	"Inorganic ion transport and metabolism"
Oarb_119407_c3_g3	"Posttranslational modification, protein turnover, chaperones"
Oarb_119428_c1_g1	""
Oarb_119455_c0_g1	"Signal transduction mechanisms"
Oarb_119499_c2_g1	"Inorganic ion transport and metabolism"
Oarb_119502_c1_g1	"Transcription"
Oarb_119507_c4_g2	"Signal transduction mechanisms"
Oarb_119643_c1_g1	""
Oarb_119679_c1_g1	"Signal transduction mechanisms"
Oarb_119707_c4_g3	"Replication, recombination and repair"
Oarb_119717_c1_g1	"Signal transduction mechanisms"
Oarb_119719_c1_g1	"Signal transduction mechanisms"
Oarb_119751_c2_g1	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_119760_c2_g2	"Signal transduction mechanisms"
Oarb_119761_c1_g2	""
Oarb_119789_c7_g1	"Coenzyme transport and metabolism"
Oarb_119797_c2_g2	"Cell wall/membrane/envelope biogenesis"
Oarb_119809_c3_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_119823_c1_g1	"Carbohydrate transport and metabolism"
Oarb_119828_c4_g1	"Amino acid transport and metabolism"
Oarb_119834_c0_g1	"Amino acid transport and metabolism"
Oarb_119835_c4_g1	"Energy production and conversion"
Oarb_119860_c1_g1	"Signal transduction mechanisms"
Oarb_119867_c4_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_119890_c3_g1	"RNA processing and modification"
Oarb_119914_c11_g1	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_119926_c0_g1	"Cell cycle control, cell division, chromosome partitioning"
Oarb_119969_c3_g1	"Transcription"
Oarb_120067_c0_g2	"Signal transduction mechanisms"
Oarb_120129_c4_g3	"Posttranslational modification, protein turnover, chaperones"
Oarb_120161_c5_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_120165_c1_g1	"Inorganic ion transport and metabolism"
