seq	term
688	NVE1293	Carbohydrate transport and metabolism
689	NVE1294	Carbohydrate transport and metabolism
690	NVE1296	Signal transduction mechanisms
691	NVE1298	Cell cycle control, cell division, chromosome partitioning
692	NVE1301	Inorganic ion transport and metabolism
693	NVE1303	Energy production and conversion
694	NVE1304	Energy production and conversion
695	NVE1305	Cell cycle control, cell division, chromosome partitioning
696	NVE1305	Cytoskeleton
697	NVE1307	Signal transduction mechanisms
698	NVE1307	Intracellular trafficking, secretion, and vesicular transport
699	NVE1308	Amino acid transport and metabolism
700	NVE1311	Intracellular trafficking, secretion, and vesicular transport
701	NVE1312	Carbohydrate transport and metabolism
702	NVE1315	Coenzyme transport and metabolism
703	NVE1316	Carbohydrate transport and metabolism
704	NVE1320	Intracellular trafficking, secretion, and vesicular transport
705	NVE1322	Signal transduction mechanisms
706	NVE1323	Signal transduction mechanisms
707	NVE1324	Transcription
708	NVE1326	Intracellular trafficking, secretion, and vesicular transport
709	NVE1329	Cell cycle control, cell division, chromosome partitioning
710	NVE1330	Energy production and conversion
711	NVE1333	Translation, ribosomal structure and biogenesis
712	NVE1334	Translation, ribosomal structure and biogenesis
713	NVE1335	Cytoskeleton
714	NVE1337	
715	NVE1338	Posttranslational modification, protein turnover, chaperones
716	NVE1339	Replication, recombination and repair
717	NVE1340	Cell wall/membrane/envelope biogenesis
718	NVE1341	Signal transduction mechanisms
719	NVE1342	Signal transduction mechanisms
720	NVE1342	Intracellular trafficking, secretion, and vesicular transport
721	NVE1343	Posttranslational modification, protein turnover, chaperones
722	NVE1344	Chromatin structure and dynamics
723	NVE1344	Signal transduction mechanisms
724	NVE1347	
725	NVE1348	
726	NVE1349	
727	NVE1351	
728	NVE1353	Signal transduction mechanisms
729	NVE1354	Transcription
730	NVE1354	Replication, recombination and repair
731	NVE1354	Signal transduction mechanisms
732	NVE1355	Transcription
733	NVE1355	Replication, recombination and repair
734	NVE1355	Signal transduction mechanisms
735	NVE1356	Signal transduction mechanisms
736	NVE1357	Transcription
737	NVE1357	Replication, recombination and repair
738	NVE1357	Signal transduction mechanisms
739	NVE1358	Transcription
740	NVE1358	Replication, recombination and repair
741	NVE1358	Signal transduction mechanisms
742	NVE1359	Transcription
743	NVE1359	Replication, recombination and repair
744	NVE1359	Signal transduction mechanisms
745	NVE1361	Transcription
746	NVE1361	Replication, recombination and repair
747	NVE1361	Signal transduction mechanisms
748	NVE1362	Amino acid transport and metabolism
749	NVE1362	Inorganic ion transport and metabolism
750	NVE1362	Signal transduction mechanisms
751	NVE1364	Transcription
752	NVE1364	Replication, recombination and repair
753	NVE1364	Signal transduction mechanisms
754	NVE1365	
755	NVE1366	Signal transduction mechanisms
756	NVE1368	
757	NVE1371	Cell wall/membrane/envelope biogenesis
758	NVE1373	Inorganic ion transport and metabolism
759	NVE1374	Inorganic ion transport and metabolism
760	NVE1375	Carbohydrate transport and metabolism
761	NVE1376	
762	NVE1377	Posttranslational modification, protein turnover, chaperones
763	NVE1385	Inorganic ion transport and metabolism
764	NVE1386	Posttranslational modification, protein turnover, chaperones
765	NVE1387	Inorganic ion transport and metabolism
766	NVE1389	Intracellular trafficking, secretion, and vesicular transport
767	NVE1390	Intracellular trafficking, secretion, and vesicular transport
768	NVE1391	Intracellular trafficking, secretion, and vesicular transport
769	NVE1392	Posttranslational modification, protein turnover, chaperones
770	NVE1393	Energy production and conversion
771	NVE1394	Amino acid transport and metabolism
772	NVE1398	Replication, recombination and repair
773	NVE1399	
774	NVE1400	
775	NVE1401	Intracellular trafficking, secretion, and vesicular transport
776	NVE1402	Posttranslational modification, protein turnover, chaperones
777	NVE1403	Transcription
778	NVE1408	Posttranslational modification, protein turnover, chaperones
779	NVE1412	Cell cycle control, cell division, chromosome partitioning
780	NVE1413	Lipid transport and metabolism
781	NVE1414	Signal transduction mechanisms
782	NVE1416	Energy production and conversion
783	NVE1417	RNA processing and modification
784	NVE1418	Energy production and conversion
785	NVE1420	Energy production and conversion
786	NVE1422	Energy production and conversion
787	NVE1423	Cell cycle control, cell division, chromosome partitioning
788	NVE1423	Cytoskeleton
789	NVE1428	Carbohydrate transport and metabolism
790	NVE1432	Posttranslational modification, protein turnover, chaperones
791	NVE1444	
792	NVE1445	Posttranslational modification, protein turnover, chaperones
793	NVE1446	Nucleotide transport and metabolism
794	NVE1447	Nucleotide transport and metabolism
795	NVE1448	
796	NVE1449	
797	NVE1450	Posttranslational modification, protein turnover, chaperones
798	NVE1451	Lipid transport and metabolism
799	NVE1452	Signal transduction mechanisms
800	NVE1454	Transcription
801	NVE1458	Translation, ribosomal structure and biogenesis
802	NVE1459	Coenzyme transport and metabolism
803	NVE1463	Cell wall/membrane/envelope biogenesis
804	NVE1464	Cell wall/membrane/envelope biogenesis
805	NVE1465	Intracellular trafficking, secretion, and vesicular transport
806	NVE1466	Intracellular trafficking, secretion, and vesicular transport
807	NVE1468	Transcription
808	NVE1469	Signal transduction mechanisms
809	NVE1470	Posttranslational modification, protein turnover, chaperones
810	NVE1471	Posttranslational modification, protein turnover, chaperones
811	NVE1472	Posttranslational modification, protein turnover, chaperones
812	NVE1476	Signal transduction mechanisms
813	NVE1478	Posttranslational modification, protein turnover, chaperones
814	NVE1480	Transcription
815	NVE1485	Replication, recombination and repair
816	NVE1487	Lipid transport and metabolism
817	NVE1490	
818	NVE1491	Posttranslational modification, protein turnover, chaperones
819	NVE1496	Posttranslational modification, protein turnover, chaperones
820	NVE1498	Transcription
821	NVE1499	Lipid transport and metabolism
822	NVE1500	Lipid transport and metabolism
823	NVE1502	Translation, ribosomal structure and biogenesis
824	NVE1505	Signal transduction mechanisms
825	NVE1505	Cytoskeleton
826	NVE1508	Posttranslational modification, protein turnover, chaperones
827	NVE1510	Posttranslational modification, protein turnover, chaperones
828	NVE1513	Replication, recombination and repair
829	NVE1514	Cytoskeleton
830	NVE1515	Secondary metabolites biosynthesis, transport and catabolism
831	NVE1517	Energy production and conversion
832	NVE1519	Carbohydrate transport and metabolism
833	NVE1521	Posttranslational modification, protein turnover, chaperones
834	NVE1522	Cytoskeleton
835	NVE1524	Posttranslational modification, protein turnover, chaperones
836	NVE1525	Posttranslational modification, protein turnover, chaperones
837	NVE1526	Inorganic ion transport and metabolism
838	NVE1528	Carbohydrate transport and metabolism
839	NVE1531	Replication, recombination and repair
840	NVE1533	Cell cycle control, cell division, chromosome partitioning
841	NVE1534	Cell cycle control, cell division, chromosome partitioning
842	NVE1535	Translation, ribosomal structure and biogenesis
843	NVE1536	Intracellular trafficking, secretion, and vesicular transport
844	NVE1539	RNA processing and modification
845	NVE1540	Cell cycle control, cell division, chromosome partitioning
846	NVE1547	Energy production and conversion
847	NVE1548	Carbohydrate transport and metabolism
848	NVE1549	Energy production and conversion
849	NVE1552	Lipid transport and metabolism
850	NVE1553	Posttranslational modification, protein turnover, chaperones
851	NVE1554	Posttranslational modification, protein turnover, chaperones
852	NVE1555	Cell cycle control, cell division, chromosome partitioning
853	NVE1558	Posttranslational modification, protein turnover, chaperones
854	NVE1559	Posttranslational modification, protein turnover, chaperones
855	NVE1561	Intracellular trafficking, secretion, and vesicular transport
856	NVE1562	Signal transduction mechanisms
857	NVE1563	Posttranslational modification, protein turnover, chaperones
858	NVE1567	Amino acid transport and metabolism
859	NVE1568	Posttranslational modification, protein turnover, chaperones
860	NVE1569	Lipid transport and metabolism
861	NVE1570	Inorganic ion transport and metabolism
862	NVE1571	Inorganic ion transport and metabolism
863	NVE1572	Carbohydrate transport and metabolism
864	NVE1573	
865	NVE1575	Transcription
866	NVE1581	Cell wall/membrane/envelope biogenesis
867	NVE1584	Energy production and conversion
868	NVE1587	Posttranslational modification, protein turnover, chaperones
869	NVE1588	Coenzyme transport and metabolism
870	NVE1590	Transcription
871	NVE1591	Transcription
872	NVE1592	Posttranslational modification, protein turnover, chaperones
873	NVE1593	RNA processing and modification
874	NVE1595	Replication, recombination and repair
875	NVE1596	
876	NVE1597	
877	NVE1601	Signal transduction mechanisms
878	NVE1605	Cell cycle control, cell division, chromosome partitioning
879	NVE1609	Carbohydrate transport and metabolism
880	NVE1610	
881	NVE1611	Posttranslational modification, protein turnover, chaperones
882	NVE1612	Signal transduction mechanisms
883	NVE1617	Transcription
884	NVE1620	Intracellular trafficking, secretion, and vesicular transport
885	NVE1625	Cytoskeleton
886	NVE1626	Energy production and conversion
887	NVE1628	Intracellular trafficking, secretion, and vesicular transport
888	NVE1628	Nuclear structure
889	NVE1633	Amino acid transport and metabolism
890	NVE1637	Secondary metabolites biosynthesis, transport and catabolism
891	NVE1638	Translation, ribosomal structure and biogenesis
892	NVE1639	Energy production and conversion
893	NVE1640	
894	NVE1642	Cytoskeleton
895	NVE1645	Signal transduction mechanisms
896	NVE1646	Intracellular trafficking, secretion, and vesicular transport
897	NVE1649	Signal transduction mechanisms
898	NVE1652	Lipid transport and metabolism
899	NVE1654	Posttranslational modification, protein turnover, chaperones
900	NVE1656	Cytoskeleton
901	NVE1658	Amino acid transport and metabolism
902	NVE1659	Chromatin structure and dynamics
903	NVE1660	Intracellular trafficking, secretion, and vesicular transport
904	NVE1662	Signal transduction mechanisms
905	NVE1663	Transcription
906	NVE1664	Signal transduction mechanisms
907	NVE1666	RNA processing and modification
908	NVE1669	Posttranslational modification, protein turnover, chaperones
909	NVE1670	Posttranslational modification, protein turnover, chaperones
910	NVE1671	Transcription
911	NVE1672	RNA processing and modification
912	NVE1674	RNA processing and modification
913	NVE1677	Lipid transport and metabolism
914	NVE1677	Secondary metabolites biosynthesis, transport and catabolism
915	NVE1679	Chromatin structure and dynamics
916	NVE1679	Signal transduction mechanisms
917	NVE1681	Transcription
918	NVE1682	Posttranslational modification, protein turnover, chaperones
919	NVE1684	Posttranslational modification, protein turnover, chaperones
920	NVE1686	
921	NVE1687	
922	NVE1688	
923	NVE1689	Translation, ribosomal structure and biogenesis
924	NVE1690	Signal transduction mechanisms
925	NVE1691	Intracellular trafficking, secretion, and vesicular transport
926	NVE1699	Posttranslational modification, protein turnover, chaperones
927	NVE1700	RNA processing and modification
928	NVE1701	RNA processing and modification
929	NVE1702	Amino acid transport and metabolism
930	NVE1702	Inorganic ion transport and metabolism
931	NVE1702	Signal transduction mechanisms
932	NVE1705	Cytoskeleton
933	NVE1706	Cytoskeleton
934	NVE1707	Signal transduction mechanisms
935	NVE1708	Posttranslational modification, protein turnover, chaperones
936	NVE1709	Posttranslational modification, protein turnover, chaperones
937	NVE1712	Carbohydrate transport and metabolism
938	NVE1712	Cell wall/membrane/envelope biogenesis
939	NVE1716	Cell wall/membrane/envelope biogenesis
940	NVE1717	Cell wall/membrane/envelope biogenesis
941	NVE1719	Cell cycle control, cell division, chromosome partitioning
942	NVE1722	Translation, ribosomal structure and biogenesis
943	NVE1723	Posttranslational modification, protein turnover, chaperones
944	NVE1725	Cell cycle control, cell division, chromosome partitioning
945	NVE1725	Intracellular trafficking, secretion, and vesicular transport
946	NVE1726	Secondary metabolites biosynthesis, transport and catabolism
947	NVE1731	Cytoskeleton
948	NVE1732	
949	NVE1733	RNA processing and modification
950	NVE1734	
951	NVE1735	Energy production and conversion
